Emotion,Clean_content,Sentiment
sadness,barg posted gmod birthday didnt,Neutral
worry,thats exactly prefer money play outside house stupid internet connection ruining instances,Negative
sadness,little upset cause stephanie didnt bring brownies today,Negative
worry,laura elle sen fou elle dont like french fans,Neutral
worry,time rains ambulance,Negative
sadness,asthma issues today bah,Neutral
worry,headache sad cupcake,Negative
sadness,friday amp plans memy mom laser tagging w friendshahamy brother outmy sister dad r working mebfalone,Neutral
sadness,didnt include getaway music fail,Negative
worry,hard letting seeing cry,Negative
worry,happy tweet,Negative
worry,rofl kept insurance payments im like meh good thing applied day job pasy mo,Positive
happiness,wishing paulo fortunately went brasilia haha,Positive
worry,ya headin family vaca hope paparazzi leave,Neutral
worry,man cant belive look good,Positive
sadness,probably craigs list list ill cry later,Neutral
worry,watching jon amp kate plus cant believe theyre divorcing,Neutral
sadness,feel left azlol,Neutral
worry,care im sick,Negative
sadness,im sorry,Negative
sadness,producing anchoring sad goodbye miss lynne ashminov miss,Negative
worry,santana maria maria wraith,Neutral
sadness,sulking home rained poor strategy im watching sun shine desk robarts reference room,Negative
happiness,gym checkin email gon na watch old movie little cool sit outside read,Positive
worry,sick daddy send prayer way,Negative
sadness,leaving utah today super sad face,Negative
worry,noooo poor se,Negative
sadness,rip lil siss cousins babyfather jimmy aka gemstar,Neutral
sadness,douchie lolthats hilarious man headache meeting,Positive
worry,argh color jealous rain asked day hasnt gone away,Negative
worry,jay lenos nightjay missed,Neutral
anger,people work stressing,Neutral
happiness,omg seen sun moon place disproves theory person,Neutral
worry,lol awhhk wats da chances holly gets den,Positive
sadness,week lonely gossip girl xoxo,Negative
worry,found little late couldnt afford,Negative
happiness,sweater sandwich hug sound fantastic right,Positive
worry,know cant idk long gone forgets idk im stupid worring,Negative
sadness,sucks woot misha,Negative
worry,hot turn ac im trying green long stand right im little red shiny,Positive
worry,heyy sis year months want walk,Neutral
worry,didnt know twitter coming tomorrow lorraine cant,Neutral
worry,sad didnt day hello,Negative
sadness,hate cottage cheese got fancy stuff weekend lemon berriesi eat half,Negative
sadness,work tonight paycheck,Neutral
worry,left vt blackberryless tuesday night im lost,Neutral
worry,lmao camping water shower water smelt nasty,Negative
sadness,unfair wanted watch came message saying quotthis video currently available countryquot,Negative
worry,awww ive lost follower fail,Negative
sadness,science class right urgh stupid project dont wan na track school tired lol,Negative
sadness,hate feeling like,Negative
sadness,awww dont sad download copy,Negative
sadness,yeah prices market hasselblad close way hold value shame,Neutral
worry,awwwh im sorry hope fell better watch film,Neutral
sadness,im sorry megan im sure find quick,Negative
worry,ohhhhh barcalona dont ruin,Neutral
worry,u guys going,Neutral
sadness,daddy left home texas c hopefully n months,Neutral
worry,yea said brookes gon na come record today,Neutral
sadness,gained lbs wish afford ramen job,Positive
worry,monitor wont turn work mother,Neutral
worry,sounds horrid sending special look lots cuddles treats,Positive
worry,dint dump gets dumped blamed thats dont believe relationships,Neutral
worry,wont able manage nights babe lil ones depending xxx,Positive
sadness,got ta buy second season ghost whisperer noo moneyy,Neutral
worry,ooooh tooo weird,Negative
happiness,late late pat kenny bless,Negative
worry,tea pitcher things hard find havent seen ive found online ugly,Negative
sadness,dont know interact im getting better pain want poor liver break,Positive
worry,burned pinky great way start weekend thats gon na suck,Positive
worry,try soo hard toget want amp end goose egg,Negative
sadness,getting lil gems ears repierced work today definitely dreading,Neutral
enthusiasm,friday cant wait work stuck till,Neutral
sadness,maybe wrong week stayed good didnt,Positive
worry,thats bad affects languages run jvm bad,Negative
worry,tweetup loc dont recognize outside turquoise shirt,Neutral
worry,got homei work key tomorrows douple shift,Neutral
worry,yeah realized notification thing thought notifying spamming followers,Positive
sadness,making sad,Negative
worry,ohhh bored friday night soo boring,Negative
sadness,im bummed contest states hawaii,Neutral
happiness,happy birthday man ride wedding ill guys soon play july th,Positive
worry,cramps r eew shall hug soft toy tummy n zzz pain away,Positive
sadness,lol seriously fail sigh,Positive
sadness,miss girlfriends seasons,Neutral
happiness,thanks hun im wearing new goldmine es big false lashes doesnt,Negative
happiness,ohh falling silent waiting track ur version time maybe btw sunny california sounds good,Positive
sadness,sucky day far hope gets better,Positive
sadness,zune hd e means games zune hd like dreamed,Neutral
enthusiasm,errg cant believe working week think time chick fil,Neutral
worry,food todays company gill want home lay sun instead dark probably,Positive
sadness,home marble falls reality,Neutral
worry,resort wearing today cause havent finished laundry lol,Positive
worry,okay bby,Positive
worry,miss u guysterribly todd busy boy maybe tomorrow night,Positive
worry,asked days ago said money thing holding saturday,Negative
worry,ndito messed sorry hon,Negative
worry,ughjust starting hours wheel drivers ed,Negative
happiness,meeting went nightthey shot promo air weekend mtv tried hide close think caught,Neutral
anger,dont know lender yea people definitely sucked butt toes friendly helpful,Negative
worry,right ordered static ip set apologize,Positive
worry,boohoo day things suck today,Neutral
worry,hes shybut cute ily dont know lt,Positive
worry,cool liked germany awards saw tv cause couldnt come comet live xoxo,Positive
sadness,im watching tv home wishing chicken shish delivered pennies,Negative
worry,im terrified surgery week,Neutral
happiness,curled couch like question mark mind like jello ah tis joy woman,Positive
sadness,cant stand summer fever weather gets humid lol,Positive
worry,dont feel comfortable awful pretty icky scurrying find deal,Positive
worry,dont think im feeling sudden im tired scared fall asleep cuz know wake sick,Negative
sadness,think quothow want itquot factor want fit thats going happen,Positive
enthusiasm,place boo dual voice challenge challenging,Positive
worry,answering detailed questions twitter difficult challange charactres,Negative
sadness,ah misunderstood message dislike f word url good luck march,Positive
sadness,apparently degrees kilkenny comedy great remedy boredom hell leave kilkenny,Positive
worry,saying supposed nude pics matt striker hope doesnt trouble,Negative
sadness,fun day brewer game home sick,Negative
worry,true,Positive
worry,watching jeremy assemble jrs new radio flyer bike jr sick degree fever taking nap cheer,Negative
worry,graduation sunday im going miss class,Neutral
worry,im deep disgusting little help alas sense happen,Negative
worry,pause tv im minutes bgt,Negative
worry,miss wish theyd talk,Positive
worry,love shame dont film anymore,Positive
sadness,lame deland favorite people,Neutral
worry,fancy gregg singing wasnt good audition sadly,Positive
worry,awww man nott,Positive
sadness,poor little mba fire,Negative
sadness,sorry demi read post attend bgt im sure support sb helped tho world paps plzz,Neutral
worry,headache,Neutral
sadness,food like cant penutt butter bread broke bread need tosted,Positive
sadness,demi super girl dont like french fans,Positive
sadness,staying school today,Neutral
worry,dont app,Neutral
worry,oh raining sea world parade,Negative
worry,tour lol live way tennessee p jk,Positive
worry,angrrry fb account got deleted wtf poems written,Negative
sadness,wish camping loch lomond right stupid work film watch,Negative
sadness,lol exams didnt mcast school finished form thats soo disappointed,Negative
sadness,lunch fun eat,Negative
sadness,currently penguins mn zoo soon,Neutral
worry,cat fell bed lmfao bless got fright xx,Neutral
worry,favorite homebuilders declared bankruptcy mcstain homes louisville closing,Positive
worry,stuff got precariously close ricotta cheese didnt help,Neutral
worry,feel like im quarantined pinkeye away,Neutral
enthusiasm,wish photos site bigger,Neutral
sadness,lol exams didnt mcast school finished form thats soo disappointed,Negative
sadness,sucks doesnt,Negative
worry,ill whatev dont wear,Neutral
worry,slept afternoon evening getting nyc feel bright button probably bad,Positive
worry,sun sucks especially pale whiteman skin cant stop sneezing blame,Negative
happiness,got working outrelaxing work,Neutral
worry,extremely busy weekend work cant wait summer,Positive
enthusiasm,maybe going movies later ik gay,Positive
sadness,baby left gon na ready im leavin chilis,Positive
sadness,sadly time come mom home,Negative
enthusiasm,following week better ill gone week,Positive
worry,oh great think im getting sick,Positive
worry,tonight,Neutral
sadness,monday starts friday work days week long days,Negative
sadness,dont think hired,Neutral
sadness,nkotb sleeping bag dont know,Neutral
worry,poor balcony sealer guy stuck rain,Negative
worry,dont think look feeling heartbroken lmao x,Positive
happiness,sorry meaning complain feeling rough heat getting tonight love visiting india,Negative
sadness,class daysbut work everyday today til wednesday sad,Negative
worry,youre welcome merry noddingtons soon dark,Positive
worry,dropped baton x im getting ready open wish luck,Positive
worry,boby talk,Neutral
sadness,shes coming detroit grand rapids october,Positive
sadness,know miss excitement lol,Positive
worry,sad,Negative
sadness,saddest songs ive heard,Neutral
worry,maybe,Neutral
happiness,wouldnt let vote yesterday today hope u win cause knows u deserve,Positive
anger,wish headachealmost migraine away,Neutral
sadness,wish wasnt raining,Neutral
worry,let freee cant watch masturbate loongerrr,Positive
sadness,pretty car,Positive
sadness,hurts sister potential isnt waste godgiven talent,Negative
happiness,hahahahaha lets tweet hours need,Positive
sadness,salvador wish sao paulo second concert,Neutral
worry,yeah guess password changed able login fb cahnge pw ufff,Negative
sadness,draining iphone battery half day making single sucks months old huge fail apples,Negative
worry,busy work today trash cubes vacationing team members,Positive
worry,im hungry wife bodyshop party bringing takeaway home longer party,Positive
sadness,stu lantz awesome miss chick hearn tho,Positive
worry,hate windows miss lovely ubuntu im nerd haha,Negative
worry,friday night cancel probably movies ashley,Neutral
worry,heartburn death,Neutral
sadness,awww sucks,Positive
sadness,im sad cant makes sad,Negative
sadness,sad discontinued sesame tofu salad trader joes,Negative
